,cl,map,pid,soA,soB,obs
3521,0.5,6,5eceef5fa487421604c337ba,1,1,-1
3522,-2.5,5,5eceef5fa487421604c337ba,1,-1,1
3523,-1.5,2,5eceef5fa487421604c337ba,-1,1,1
3524,-2.5,5,5eceef5fa487421604c337ba,-1,-1,-1
3525,-2.5,3,5eceef5fa487421604c337ba,1,-1,1
3526,-0.5,6,5eceef5fa487421604c337ba,1,-1,-1
3527,-2.5,4,5eceef5fa487421604c337ba,1,-1,-1
3528,-2.5,1,5eceef5fa487421604c337ba,-1,-1,1
3529,-2.5,5,5eceef5fa487421604c337ba,1,1,-1
3530,2.5,2,5eceef5fa487421604c337ba,-1,-1,-1
3531,-0.5,6,5eceef5fa487421604c337ba,1,-1,-1
3532,1.5,2,5eceef5fa487421604c337ba,1,-1,-1
3533,-1.5,1,5eceef5fa487421604c337ba,1,1,1
3534,-2.5,5,5eceef5fa487421604c337ba,1,-1,-1
3535,-2.5,2,5eceef5fa487421604c337ba,-1,-1,1
3536,-0.5,6,5eceef5fa487421604c337ba,1,1,1
3537,0.5,6,5eceef5fa487421604c337ba,1,1,-1
3538,-2.5,4,5eceef5fa487421604c337ba,1,1,1
3539,-2.5,3,5eceef5fa487421604c337ba,1,-1,-1
3540,0.5,6,5eceef5fa487421604c337ba,1,-1,1
3541,-0.5,5,5eceef5fa487421604c337ba,-1,-1,1
3542,0.5,6,5eceef5fa487421604c337ba,1,1,1
3543,2.5,1,5eceef5fa487421604c337ba,1,1,-1
3544,1.5,2,5eceef5fa487421604c337ba,1,1,-1
3545,-1.5,2,5eceef5fa487421604c337ba,1,-1,1
3546,-1.5,1,5eceef5fa487421604c337ba,-1,1,1
3547,-2.5,4,5eceef5fa487421604c337ba,1,1,-1
3548,1.5,2,5eceef5fa487421604c337ba,-1,1,-1
3549,0.5,6,5eceef5fa487421604c337ba,1,-1,1
3550,1.5,1,5eceef5fa487421604c337ba,-1,1,-1
3551,1.5,1,5eceef5fa487421604c337ba,1,-1,-1
3552,-2.5,3,5eceef5fa487421604c337ba,1,1,-1
3553,-1.5,2,5eceef5fa487421604c337ba,1,1,1
3554,-1.5,4,5eceef5fa487421604c337ba,1,-1,1
3555,1.5,5,5eceef5fa487421604c337ba,-1,1,1
3556,-2.5,3,5eceef5fa487421604c337ba,1,1,1
3557,-1.5,5,5eceef5fa487421604c337ba,1,1,1
3558,0.5,5,5eceef5fa487421604c337ba,-1,1,-1
3559,2.5,1,5eceef5fa487421604c337ba,-1,-1,-1
3560,2.5,4,60dc49bb4108367ca7181a9c,1,-1,1
3561,-1.5,5,60dc49bb4108367ca7181a9c,-1,-1,-1
3562,2.5,1,60dc49bb4108367ca7181a9c,1,-1,-1
3563,2.5,2,60dc49bb4108367ca7181a9c,-1,1,-1
3564,-2.5,5,60dc49bb4108367ca7181a9c,1,1,1
3565,-2.5,4,60dc49bb4108367ca7181a9c,1,1,1
3566,-2.5,1,60dc49bb4108367ca7181a9c,1,-1,1
3567,-2.5,2,60dc49bb4108367ca7181a9c,-1,1,1
3568,-2.5,2,60dc49bb4108367ca7181a9c,-1,-1,1
3569,-0.5,3,60dc49bb4108367ca7181a9c,1,1,-1
3570,-2.5,5,60dc49bb4108367ca7181a9c,1,-1,-1
3571,2.5,1,60dc49bb4108367ca7181a9c,-1,1,-1
3572,-2.5,2,60dc49bb4108367ca7181a9c,1,1,1
3573,2.5,2,60dc49bb4108367ca7181a9c,1,-1,-1
3574,2.5,2,60dc49bb4108367ca7181a9c,1,1,-1
3575,-2.5,1,60dc49bb4108367ca7181a9c,-1,1,1
3576,0.5,4,60dc49bb4108367ca7181a9c,1,-1,-1
3577,0.5,6,60dc49bb4108367ca7181a9c,1,1,-1
3578,0.5,3,60dc49bb4108367ca7181a9c,1,1,1
3579,2.5,2,60dc49bb4108367ca7181a9c,-1,-1,-1
3580,2.5,1,60dc49bb4108367ca7181a9c,1,1,-1
3581,0.5,6,60dc49bb4108367ca7181a9c,1,-1,1
3582,-2.5,1,60dc49bb4108367ca7181a9c,-1,-1,1
3583,-0.5,5,60dc49bb4108367ca7181a9c,1,-1,1
3584,-1.5,5,60dc49bb4108367ca7181a9c,-1,1,-1
3585,0.5,6,60dc49bb4108367ca7181a9c,1,-1,-1
3586,1.5,6,60dc49bb4108367ca7181a9c,1,-1,1
3587,2.5,3,60dc49bb4108367ca7181a9c,1,-1,-1
3588,-1.5,5,60dc49bb4108367ca7181a9c,-1,1,1
3589,-0.5,5,60dc49bb4108367ca7181a9c,1,1,-1
3590,0.5,6,60dc49bb4108367ca7181a9c,1,1,1
3591,-1.5,5,60dc49bb4108367ca7181a9c,-1,-1,1
3592,2.5,1,60dc49bb4108367ca7181a9c,-1,-1,-1
3593,0.5,6,60dc49bb4108367ca7181a9c,1,-1,-1
3594,-1.5,1,60dc49bb4108367ca7181a9c,1,1,1
3595,-0.5,3,60dc49bb4108367ca7181a9c,1,-1,1
3596,0.5,6,60dc49bb4108367ca7181a9c,1,1,1
3597,2.5,4,60dc49bb4108367ca7181a9c,1,1,-1
3598,0.5,6,60dc49bb4108367ca7181a9c,1,1,-1
3599,-1.5,2,60dc49bb4108367ca7181a9c,1,-1,1
3600,-2.5,1,611ce44efa3822c780ae383e,-1,1,1
3601,-2.5,3,611ce44efa3822c780ae383e,1,-1,-1
3602,-2.5,4,611ce44efa3822c780ae383e,1,1,1
3603,-2.5,1,611ce44efa3822c780ae383e,-1,-1,1
3604,2.5,1,611ce44efa3822c780ae383e,1,1,-1
3605,-2.5,3,611ce44efa3822c780ae383e,1,1,1
3606,-2.5,6,611ce44efa3822c780ae383e,1,-1,-1
3607,2.5,5,611ce44efa3822c780ae383e,-1,1,1
3608,2.5,1,611ce44efa3822c780ae383e,-1,-1,-1
3609,2.5,6,611ce44efa3822c780ae383e,1,-1,-1
3610,-2.5,2,611ce44efa3822c780ae383e,-1,-1,1
3611,-2.5,4,611ce44efa3822c780ae383e,1,1,-1
3612,-2.5,2,611ce44efa3822c780ae383e,1,-1,1
3613,-2.5,5,611ce44efa3822c780ae383e,1,1,1
3614,-2.5,3,611ce44efa3822c780ae383e,1,1,-1
3615,-2.5,4,611ce44efa3822c780ae383e,1,-1,1
3616,-2.5,3,611ce44efa3822c780ae383e,1,-1,1
3617,2.5,2,611ce44efa3822c780ae383e,1,-1,-1
3618,2.5,1,611ce44efa3822c780ae383e,-1,1,-1
3619,-2.5,4,611ce44efa3822c780ae383e,1,-1,-1
3620,2.5,1,611ce44efa3822c780ae383e,1,-1,-1
3621,2.5,2,611ce44efa3822c780ae383e,1,1,-1
3622,-2.5,5,611ce44efa3822c780ae383e,1,-1,-1
3623,-2.5,1,611ce44efa3822c780ae383e,1,-1,1
3624,-2.5,5,611ce44efa3822c780ae383e,1,1,-1
3625,-2.5,1,611ce44efa3822c780ae383e,1,1,1
3626,-2.5,2,611ce44efa3822c780ae383e,-1,1,1
3627,0.5,5,611ce44efa3822c780ae383e,1,-1,1
3628,-2.5,5,611ce44efa3822c780ae383e,-1,-1,-1
3629,-2.5,2,611ce44efa3822c780ae383e,1,1,1
3630,-2.5,5,611ce44efa3822c780ae383e,-1,-1,1
3631,2.5,2,611ce44efa3822c780ae383e,-1,-1,-1
3632,2.5,2,611ce44efa3822c780ae383e,-1,1,-1
3633,-0.5,6,611ce44efa3822c780ae383e,1,1,-1
3634,-2.5,6,611ce44efa3822c780ae383e,1,1,1
3635,2.5,6,611ce44efa3822c780ae383e,1,-1,1
3636,0.5,5,611ce44efa3822c780ae383e,-1,1,-1
3637,2.5,6,611ce44efa3822c780ae383e,1,1,1
3638,-2.5,6,611ce44efa3822c780ae383e,1,-1,1
3639,2.5,6,611ce44efa3822c780ae383e,1,1,-1
3640,-1.5,5,60d747e9498dbc9de1f481f8,-1,-1,-1
3641,2.5,1,60d747e9498dbc9de1f481f8,-1,1,-1
3642,-2.5,5,60d747e9498dbc9de1f481f8,-1,-1,1
3643,-1.5,6,60d747e9498dbc9de1f481f8,1,1,1
3644,-2.5,3,60d747e9498dbc9de1f481f8,1,-1,1
3645,-2.5,1,60d747e9498dbc9de1f481f8,1,-1,1
3646,-2.5,1,60d747e9498dbc9de1f481f8,-1,1,1
3647,1.5,6,60d747e9498dbc9de1f481f8,1,-1,-1
3648,-2.5,1,60d747e9498dbc9de1f481f8,1,1,1
3649,2.5,2,60d747e9498dbc9de1f481f8,-1,-1,-1
3650,-0.5,6,60d747e9498dbc9de1f481f8,1,1,-1
3651,-2.5,2,60d747e9498dbc9de1f481f8,1,1,1
3652,-2.5,1,60d747e9498dbc9de1f481f8,-1,-1,1
3653,2.5,1,60d747e9498dbc9de1f481f8,-1,-1,-1
3654,-0.5,6,60d747e9498dbc9de1f481f8,1,-1,1
3655,-2.5,5,60d747e9498dbc9de1f481f8,1,-1,-1
3656,2.5,1,60d747e9498dbc9de1f481f8,1,1,-1
3657,-0.5,6,60d747e9498dbc9de1f481f8,1,-1,1
3658,-1.5,2,60d747e9498dbc9de1f481f8,-1,-1,1
3659,2.5,2,60d747e9498dbc9de1f481f8,1,1,-1
3660,-1.5,2,60d747e9498dbc9de1f481f8,1,-1,1
3661,0.5,2,60d747e9498dbc9de1f481f8,1,-1,-1
3662,-0.5,5,60d747e9498dbc9de1f481f8,-1,1,1
3663,1.5,6,60d747e9498dbc9de1f481f8,1,1,1
3664,-1.5,5,60d747e9498dbc9de1f481f8,1,1,1
3665,-1.5,2,60d747e9498dbc9de1f481f8,-1,1,1
3666,0.5,1,60d747e9498dbc9de1f481f8,1,-1,-1
3667,-2.5,5,60d747e9498dbc9de1f481f8,1,-1,1
3668,-2.5,4,60d747e9498dbc9de1f481f8,1,-1,-1
3669,1.5,5,60d747e9498dbc9de1f481f8,-1,1,-1
3670,1.5,2,60d747e9498dbc9de1f481f8,-1,1,-1
3671,-1.5,3,60d747e9498dbc9de1f481f8,1,-1,-1
3672,1.5,6,60d747e9498dbc9de1f481f8,1,1,-1
3673,-2.5,3,60d747e9498dbc9de1f481f8,1,1,-1
3674,-1.5,3,60d747e9498dbc9de1f481f8,1,1,1
3675,-0.5,4,60d747e9498dbc9de1f481f8,1,-1,1
3676,-1.5,4,60d747e9498dbc9de1f481f8,1,1,-1
3677,-0.5,6,60d747e9498dbc9de1f481f8,1,-1,-1
3678,-1.5,4,60d747e9498dbc9de1f481f8,1,1,1
3679,-1.5,5,60d747e9498dbc9de1f481f8,1,1,-1
3680,-2.5,5,5eb3a734d249ac18a413063a,1,-1,-1
3681,-2.5,5,5eb3a734d249ac18a413063a,1,1,-1
3682,-2.5,3,5eb3a734d249ac18a413063a,1,1,1
3683,2.5,2,5eb3a734d249ac18a413063a,1,-1,-1
3684,1.5,1,5eb3a734d249ac18a413063a,-1,-1,-1
3685,-2.5,5,5eb3a734d249ac18a413063a,1,1,1
3686,2.5,4,5eb3a734d249ac18a413063a,1,-1,1
3687,2.5,2,5eb3a734d249ac18a413063a,-1,-1,-1
3688,2.5,1,5eb3a734d249ac18a413063a,-1,1,1
3689,-2.5,3,5eb3a734d249ac18a413063a,1,-1,-1
3690,2.5,1,5eb3a734d249ac18a413063a,1,-1,1
3691,-2.5,5,5eb3a734d249ac18a413063a,-1,1,1
3692,2.5,2,5eb3a734d249ac18a413063a,1,1,-1
3693,-2.5,6,5eb3a734d249ac18a413063a,1,1,1
3694,-2.5,1,5eb3a734d249ac18a413063a,1,-1,-1
3695,-2.5,6,5eb3a734d249ac18a413063a,1,-1,-1
3696,2.5,2,5eb3a734d249ac18a413063a,1,-1,1
3697,-2.5,5,5eb3a734d249ac18a413063a,-1,-1,1
3698,-2.5,4,5eb3a734d249ac18a413063a,1,-1,-1
3699,-2.5,1,5eb3a734d249ac18a413063a,1,1,1
3700,2.5,1,5eb3a734d249ac18a413063a,-1,-1,1
3701,-2.5,1,5eb3a734d249ac18a413063a,-1,1,-1
3702,-2.5,5,5eb3a734d249ac18a413063a,-1,1,-1
3703,2.5,1,5eb3a734d249ac18a413063a,1,1,-1
3704,-2.5,3,5eb3a734d249ac18a413063a,1,-1,1
3705,-2.5,6,5eb3a734d249ac18a413063a,1,-1,1
3706,-2.5,4,5eb3a734d249ac18a413063a,1,1,1
3707,-2.5,2,5eb3a734d249ac18a413063a,1,1,1
3708,2.5,6,5eb3a734d249ac18a413063a,1,1,1
3709,-2.5,6,5eb3a734d249ac18a413063a,1,-1,1
3710,-2.5,6,5eb3a734d249ac18a413063a,1,1,-1
3711,-2.5,3,5eb3a734d249ac18a413063a,1,1,-1
3712,-2.5,4,5eb3a734d249ac18a413063a,1,1,-1
3713,-2.5,2,5eb3a734d249ac18a413063a,-1,-1,1
3714,-2.5,6,5eb3a734d249ac18a413063a,1,1,-1
3715,-2.5,2,5eb3a734d249ac18a413063a,-1,1,-1
3716,-2.5,2,5eb3a734d249ac18a413063a,-1,1,1
3717,2.5,6,5eb3a734d249ac18a413063a,1,-1,-1
3718,-2.5,5,5eb3a734d249ac18a413063a,1,-1,1
3719,-2.5,5,5eb3a734d249ac18a413063a,-1,-1,-1
3720,-2.5,3,6154918f83e8ca861b23ea04,1,-1,-1
3721,2.5,6,6154918f83e8ca861b23ea04,1,1,-1
3722,-2.5,1,6154918f83e8ca861b23ea04,1,1,1
3723,2.5,6,6154918f83e8ca861b23ea04,1,1,1
3724,2.5,1,6154918f83e8ca861b23ea04,1,1,-1
3725,-2.5,3,6154918f83e8ca861b23ea04,1,-1,1
3726,2.5,2,6154918f83e8ca861b23ea04,1,1,-1
3727,2.5,6,6154918f83e8ca861b23ea04,1,-1,1
3728,-1.5,2,6154918f83e8ca861b23ea04,1,-1,-1
3729,2.5,5,6154918f83e8ca861b23ea04,1,-1,-1
3730,2.5,5,6154918f83e8ca861b23ea04,1,1,1
3731,-2.5,5,6154918f83e8ca861b23ea04,-1,1,1
3732,2.5,6,6154918f83e8ca861b23ea04,1,-1,1
3733,2.5,4,6154918f83e8ca861b23ea04,1,1,1
3734,-2.5,3,6154918f83e8ca861b23ea04,1,1,-1
3735,-2.5,3,6154918f83e8ca861b23ea04,1,1,1
3736,-1.5,5,6154918f83e8ca861b23ea04,-1,-1,-1
3737,-2.5,2,6154918f83e8ca861b23ea04,1,1,1
3738,1.5,2,6154918f83e8ca861b23ea04,-1,-1,-1
3739,2.5,4,6154918f83e8ca861b23ea04,1,-1,-1
3740,2.5,1,6154918f83e8ca861b23ea04,-1,1,1
3741,2.5,4,6154918f83e8ca861b23ea04,1,1,-1
3742,-2.5,2,6154918f83e8ca861b23ea04,1,-1,1
3743,-2.5,2,6154918f83e8ca861b23ea04,-1,1,1
3744,1.5,5,6154918f83e8ca861b23ea04,1,1,-1
3745,2.5,1,6154918f83e8ca861b23ea04,1,-1,-1
3746,-2.5,5,6154918f83e8ca861b23ea04,-1,1,-1
3747,2.5,6,6154918f83e8ca861b23ea04,1,1,1
3748,2.5,6,6154918f83e8ca861b23ea04,1,-1,-1
3749,1.5,6,6154918f83e8ca861b23ea04,1,-1,-1
3750,2.5,1,6154918f83e8ca861b23ea04,-1,-1,-1
3751,-1.5,4,6154918f83e8ca861b23ea04,1,-1,1
3752,2.5,1,6154918f83e8ca861b23ea04,-1,1,-1
3753,-2.5,5,6154918f83e8ca861b23ea04,-1,-1,1
3754,-2.5,1,6154918f83e8ca861b23ea04,-1,-1,1
3755,-2.5,1,6154918f83e8ca861b23ea04,1,-1,1
3756,2.5,2,6154918f83e8ca861b23ea04,-1,1,-1
3757,-1.5,6,6154918f83e8ca861b23ea04,1,1,-1
3758,-2.5,5,6154918f83e8ca861b23ea04,1,-1,1
3759,-2.5,2,6154918f83e8ca861b23ea04,-1,-1,1
3760,-0.5,3,5e40fd58c38fd33280a34f09,1,-1,-1
3761,-1.5,1,5e40fd58c38fd33280a34f09,1,-1,1
3762,-1.5,2,5e40fd58c38fd33280a34f09,1,-1,1
3763,-0.5,4,5e40fd58c38fd33280a34f09,1,1,-1
3764,-0.5,3,5e40fd58c38fd33280a34f09,1,1,-1
3765,-0.5,6,5e40fd58c38fd33280a34f09,1,-1,-1
3766,-2.5,2,5e40fd58c38fd33280a34f09,1,1,1
3767,-0.5,4,5e40fd58c38fd33280a34f09,1,-1,1
3768,2.5,2,5e40fd58c38fd33280a34f09,1,-1,-1
3769,-2.5,1,5e40fd58c38fd33280a34f09,1,1,1
3770,2.5,1,5e40fd58c38fd33280a34f09,1,-1,-1
3771,-0.5,6,5e40fd58c38fd33280a34f09,1,-1,1
3772,2.5,1,5e40fd58c38fd33280a34f09,-1,-1,-1
3773,-1.5,5,5e40fd58c38fd33280a34f09,1,-1,1
3774,-2.5,5,5e40fd58c38fd33280a34f09,-1,-1,1
3775,2.5,2,5e40fd58c38fd33280a34f09,-1,1,-1
3776,-0.5,6,5e40fd58c38fd33280a34f09,1,1,1
3777,-1.5,6,5e40fd58c38fd33280a34f09,1,-1,1
3778,-2.5,1,5e40fd58c38fd33280a34f09,-1,-1,1
3779,2.5,1,5e40fd58c38fd33280a34f09,-1,1,-1
3780,-2.5,1,5e40fd58c38fd33280a34f09,-1,1,1
3781,-2.5,2,5e40fd58c38fd33280a34f09,-1,-1,1
3782,2.5,2,5e40fd58c38fd33280a34f09,-1,-1,-1
3783,-2.5,2,5e40fd58c38fd33280a34f09,-1,1,1
3784,-0.5,6,5e40fd58c38fd33280a34f09,1,1,-1
3785,-0.5,3,5e40fd58c38fd33280a34f09,1,1,1
3786,-1.5,5,5e40fd58c38fd33280a34f09,1,1,1
3787,-0.5,3,5e40fd58c38fd33280a34f09,1,-1,1
3788,0.5,4,5e40fd58c38fd33280a34f09,1,-1,-1
3789,-0.5,6,5e40fd58c38fd33280a34f09,1,-1,-1
3790,0.5,5,5e40fd58c38fd33280a34f09,-1,1,-1
3791,0.5,5,5e40fd58c38fd33280a34f09,-1,-1,-1
3792,-1.5,4,5e40fd58c38fd33280a34f09,1,1,1
3793,1.5,1,5e40fd58c38fd33280a34f09,1,1,-1
3794,-0.5,6,5e40fd58c38fd33280a34f09,1,1,-1
3795,0.5,6,5e40fd58c38fd33280a34f09,1,1,1
3796,-0.5,5,5e40fd58c38fd33280a34f09,-1,1,1
3797,-0.5,5,5e40fd58c38fd33280a34f09,1,-1,-1
3798,-0.5,5,5e40fd58c38fd33280a34f09,1,1,-1
3799,2.5,2,5e40fd58c38fd33280a34f09,1,1,-1
